ENSMUSG00000085473	ENSMUST00000141816	predicted gene, 16686 [Source:MGI Symbol;Acc:MGI:4439610]	88755195	88755590	Gm16686-201		Gm16686
ENSMUSG00000028487	ENSMUST00000176612	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-004	abnormal lung-associated mesenchyme development	Bnc2
ENSMUSG00000028487	ENSMUST00000176612	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-004	abnormal secondary palate development	Bnc2
ENSMUSG00000028487	ENSMUST00000176612	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-004	tongue development	Bnc2
ENSMUSG00000028487	ENSMUST00000176971	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-012	abnormal pterygoid process morphology	Bnc2
ENSMUSG00000028487	ENSMUST00000176971	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-012	meteorism	Bnc2
ENSMUSG00000028487	ENSMUST00000176971	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-012	parietal bone hypoplasia	Bnc2
ENSMUSG00000028487	ENSMUST00000176971	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-012	small alisphenoid bone	Bnc2
ENSMUSG00000028487	ENSMUST00000176971	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-012	abnormal fontanelle morphology	Bnc2
ENSMUSG00000028487	ENSMUST00000176971	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-012	palatal shelves fail to meet at midline	Bnc2
ENSMUSG00000028487	ENSMUST00000176971	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-012	abnormal palate development	Bnc2
ENSMUSG00000028487	ENSMUST00000176971	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-012	decreased birth body size	Bnc2
ENSMUSG00000028487	ENSMUST00000176971	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-012	neonatal lethality complete penetrance	Bnc2
ENSMUSG00000028487	ENSMUST00000176971	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-012	frontal bone hypoplasia	Bnc2
ENSMUSG00000028487	ENSMUST00000176971	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-012	cleft secondary palate	Bnc2
ENSMUSG00000028487	ENSMUST00000176971	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-012	abnormal maxillary shelf morphology	Bnc2
ENSMUSG00000028487	ENSMUST00000176971	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-012	microcephaly	Bnc2
ENSMUSG00000028487	ENSMUST00000176971	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-012	decreased tongue size	Bnc2
ENSMUSG00000028487	ENSMUST00000176971	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-012	endochondral bone growth	Bnc2
ENSMUSG00000028487	ENSMUST00000176971	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-012	abnormal lung-associated mesenchyme development	Bnc2
ENSMUSG00000028487	ENSMUST00000176971	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-012	abnormal secondary palate development	Bnc2
ENSMUSG00000028487	ENSMUST00000176971	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-012	tongue development	Bnc2
ENSMUSG00000028487	ENSMUST00000176691	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-001	abnormal pterygoid process morphology	Bnc2
ENSMUSG00000028487	ENSMUST00000176691	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-001	meteorism	Bnc2
ENSMUSG00000028487	ENSMUST00000176691	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-001	parietal bone hypoplasia	Bnc2
ENSMUSG00000028487	ENSMUST00000176691	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-001	small alisphenoid bone	Bnc2
ENSMUSG00000028487	ENSMUST00000176691	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-001	abnormal fontanelle morphology	Bnc2
ENSMUSG00000028487	ENSMUST00000176691	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-001	palatal shelves fail to meet at midline	Bnc2
ENSMUSG00000028487	ENSMUST00000176691	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-001	abnormal palate development	Bnc2
ENSMUSG00000028487	ENSMUST00000176691	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-001	decreased birth body size	Bnc2
ENSMUSG00000028487	ENSMUST00000176691	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-001	neonatal lethality complete penetrance	Bnc2
ENSMUSG00000028487	ENSMUST00000176691	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-001	frontal bone hypoplasia	Bnc2
ENSMUSG00000028487	ENSMUST00000176691	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-001	cleft secondary palate	Bnc2
ENSMUSG00000028487	ENSMUST00000176691	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-001	abnormal maxillary shelf morphology	Bnc2
ENSMUSG00000028487	ENSMUST00000176691	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-001	microcephaly	Bnc2
ENSMUSG00000028487	ENSMUST00000176691	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-001	decreased tongue size	Bnc2
ENSMUSG00000028487	ENSMUST00000176691	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-001	endochondral bone growth	Bnc2
ENSMUSG00000028487	ENSMUST00000176691	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-001	abnormal lung-associated mesenchyme development	Bnc2
ENSMUSG00000028487	ENSMUST00000176691	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-001	abnormal secondary palate development	Bnc2
ENSMUSG00000028487	ENSMUST00000176691	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-001	tongue development	Bnc2
ENSMUSG00000028487	ENSMUST00000177277	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-010	abnormal pterygoid process morphology	Bnc2
ENSMUSG00000028487	ENSMUST00000177277	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-010	meteorism	Bnc2
ENSMUSG00000028487	ENSMUST00000177277	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-010	parietal bone hypoplasia	Bnc2
ENSMUSG00000028487	ENSMUST00000177277	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-010	small alisphenoid bone	Bnc2
ENSMUSG00000028487	ENSMUST00000177277	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-010	abnormal fontanelle morphology	Bnc2
ENSMUSG00000028487	ENSMUST00000177277	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-010	palatal shelves fail to meet at midline	Bnc2
ENSMUSG00000028487	ENSMUST00000177277	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-010	abnormal palate development	Bnc2
ENSMUSG00000028487	ENSMUST00000177277	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-010	decreased birth body size	Bnc2
ENSMUSG00000028487	ENSMUST00000177277	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-010	neonatal lethality complete penetrance	Bnc2
ENSMUSG00000028487	ENSMUST00000177277	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-010	frontal bone hypoplasia	Bnc2
ENSMUSG00000028487	ENSMUST00000177277	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-010	cleft secondary palate	Bnc2
ENSMUSG00000028487	ENSMUST00000177277	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-010	abnormal maxillary shelf morphology	Bnc2
ENSMUSG00000028487	ENSMUST00000177277	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-010	microcephaly	Bnc2
ENSMUSG00000028487	ENSMUST00000177277	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-010	decreased tongue size	Bnc2
ENSMUSG00000028487	ENSMUST00000177277	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-010	endochondral bone growth	Bnc2
ENSMUSG00000028487	ENSMUST00000177277	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-010	abnormal lung-associated mesenchyme development	Bnc2
ENSMUSG00000028487	ENSMUST00000177277	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-010	abnormal secondary palate development	Bnc2
ENSMUSG00000028487	ENSMUST00000177277	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-010	tongue development	Bnc2
ENSMUSG00000028487	ENSMUST00000176702	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-011	abnormal pterygoid process morphology	Bnc2
ENSMUSG00000028487	ENSMUST00000176702	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-011	meteorism	Bnc2
ENSMUSG00000028487	ENSMUST00000176702	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-011	parietal bone hypoplasia	Bnc2
ENSMUSG00000028487	ENSMUST00000176702	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-011	small alisphenoid bone	Bnc2
ENSMUSG00000028487	ENSMUST00000176702	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-011	abnormal fontanelle morphology	Bnc2
ENSMUSG00000028487	ENSMUST00000176702	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-011	palatal shelves fail to meet at midline	Bnc2
ENSMUSG00000028487	ENSMUST00000176702	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-011	abnormal palate development	Bnc2
ENSMUSG00000028487	ENSMUST00000176702	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-011	decreased birth body size	Bnc2
ENSMUSG00000028487	ENSMUST00000176702	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-011	neonatal lethality complete penetrance	Bnc2
ENSMUSG00000028487	ENSMUST00000176702	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-011	frontal bone hypoplasia	Bnc2
ENSMUSG00000028487	ENSMUST00000176702	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-011	cleft secondary palate	Bnc2
ENSMUSG00000028487	ENSMUST00000176702	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-011	abnormal maxillary shelf morphology	Bnc2
ENSMUSG00000028487	ENSMUST00000176702	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-011	microcephaly	Bnc2
ENSMUSG00000028487	ENSMUST00000176702	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-011	decreased tongue size	Bnc2
ENSMUSG00000028487	ENSMUST00000176702	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-011	endochondral bone growth	Bnc2
ENSMUSG00000028487	ENSMUST00000176702	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-011	abnormal lung-associated mesenchyme development	Bnc2
ENSMUSG00000028487	ENSMUST00000176702	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-011	abnormal secondary palate development	Bnc2
ENSMUSG00000028487	ENSMUST00000176702	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-011	tongue development	Bnc2
ENSMUSG00000028487	ENSMUST00000176998	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-008	abnormal pterygoid process morphology	Bnc2
ENSMUSG00000028487	ENSMUST00000176998	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-008	meteorism	Bnc2
ENSMUSG00000028487	ENSMUST00000176998	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-008	parietal bone hypoplasia	Bnc2
ENSMUSG00000028487	ENSMUST00000176998	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-008	small alisphenoid bone	Bnc2
ENSMUSG00000028487	ENSMUST00000176998	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-008	abnormal fontanelle morphology	Bnc2
ENSMUSG00000028487	ENSMUST00000176998	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-008	palatal shelves fail to meet at midline	Bnc2
ENSMUSG00000028487	ENSMUST00000176998	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-008	abnormal palate development	Bnc2
ENSMUSG00000028487	ENSMUST00000176998	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-008	decreased birth body size	Bnc2
ENSMUSG00000028487	ENSMUST00000176998	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-008	neonatal lethality complete penetrance	Bnc2
ENSMUSG00000028487	ENSMUST00000176998	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-008	frontal bone hypoplasia	Bnc2
ENSMUSG00000028487	ENSMUST00000176998	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-008	cleft secondary palate	Bnc2
ENSMUSG00000028487	ENSMUST00000176998	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-008	abnormal maxillary shelf morphology	Bnc2
ENSMUSG00000028487	ENSMUST00000176998	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-008	microcephaly	Bnc2
ENSMUSG00000028487	ENSMUST00000176998	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-008	decreased tongue size	Bnc2
ENSMUSG00000028487	ENSMUST00000176998	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-008	endochondral bone growth	Bnc2
ENSMUSG00000028487	ENSMUST00000176998	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-008	abnormal lung-associated mesenchyme development	Bnc2
ENSMUSG00000028487	ENSMUST00000176998	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-008	abnormal secondary palate development	Bnc2
ENSMUSG00000028487	ENSMUST00000176998	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-008	tongue development	Bnc2
ENSMUSG00000028487	ENSMUST00000176601	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-009	abnormal pterygoid process morphology	Bnc2
ENSMUSG00000028487	ENSMUST00000176601	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-009	meteorism	Bnc2
ENSMUSG00000028487	ENSMUST00000176601	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-009	parietal bone hypoplasia	Bnc2
ENSMUSG00000028487	ENSMUST00000176601	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-009	small alisphenoid bone	Bnc2
ENSMUSG00000028487	ENSMUST00000176601	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-009	abnormal fontanelle morphology	Bnc2
ENSMUSG00000028487	ENSMUST00000176601	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-009	palatal shelves fail to meet at midline	Bnc2
ENSMUSG00000028487	ENSMUST00000176601	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-009	abnormal palate development	Bnc2
ENSMUSG00000028487	ENSMUST00000176601	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-009	decreased birth body size	Bnc2
ENSMUSG00000028487	ENSMUST00000176601	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-009	neonatal lethality complete penetrance	Bnc2
ENSMUSG00000028487	ENSMUST00000176601	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-009	frontal bone hypoplasia	Bnc2
ENSMUSG00000028487	ENSMUST00000176601	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-009	cleft secondary palate	Bnc2
ENSMUSG00000028487	ENSMUST00000176601	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-009	abnormal maxillary shelf morphology	Bnc2
ENSMUSG00000028487	ENSMUST00000176601	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-009	microcephaly	Bnc2
ENSMUSG00000028487	ENSMUST00000176601	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-009	decreased tongue size	Bnc2
ENSMUSG00000028487	ENSMUST00000176601	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-009	endochondral bone growth	Bnc2
ENSMUSG00000028487	ENSMUST00000176601	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-009	abnormal lung-associated mesenchyme development	Bnc2
ENSMUSG00000028487	ENSMUST00000176601	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-009	abnormal secondary palate development	Bnc2
ENSMUSG00000028487	ENSMUST00000176601	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-009	tongue development	Bnc2
ENSMUSG00000028487	ENSMUST00000175800	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-005	abnormal pterygoid process morphology	Bnc2
ENSMUSG00000028487	ENSMUST00000175800	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-005	meteorism	Bnc2
ENSMUSG00000028487	ENSMUST00000175800	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-005	parietal bone hypoplasia	Bnc2
ENSMUSG00000028487	ENSMUST00000175800	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-005	small alisphenoid bone	Bnc2
ENSMUSG00000028487	ENSMUST00000175800	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-005	abnormal fontanelle morphology	Bnc2
ENSMUSG00000028487	ENSMUST00000175800	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-005	palatal shelves fail to meet at midline	Bnc2
ENSMUSG00000028487	ENSMUST00000175800	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-005	abnormal palate development	Bnc2
ENSMUSG00000028487	ENSMUST00000175800	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-005	decreased birth body size	Bnc2
ENSMUSG00000028487	ENSMUST00000175800	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-005	neonatal lethality complete penetrance	Bnc2
ENSMUSG00000028487	ENSMUST00000175800	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-005	frontal bone hypoplasia	Bnc2
ENSMUSG00000028487	ENSMUST00000175800	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-005	cleft secondary palate	Bnc2
ENSMUSG00000028487	ENSMUST00000175800	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-005	abnormal maxillary shelf morphology	Bnc2
ENSMUSG00000028487	ENSMUST00000175800	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-005	microcephaly	Bnc2
ENSMUSG00000028487	ENSMUST00000175800	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-005	decreased tongue size	Bnc2
ENSMUSG00000028487	ENSMUST00000175800	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-005	endochondral bone growth	Bnc2
ENSMUSG00000028487	ENSMUST00000175800	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-005	abnormal lung-associated mesenchyme development	Bnc2
ENSMUSG00000028487	ENSMUST00000175800	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-005	abnormal secondary palate development	Bnc2
ENSMUSG00000028487	ENSMUST00000175800	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-005	tongue development	Bnc2
ENSMUSG00000028487	ENSMUST00000176418	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-006	abnormal pterygoid process morphology	Bnc2
ENSMUSG00000028487	ENSMUST00000176418	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-006	meteorism	Bnc2
ENSMUSG00000028487	ENSMUST00000176418	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-006	parietal bone hypoplasia	Bnc2
ENSMUSG00000028487	ENSMUST00000176418	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-006	small alisphenoid bone	Bnc2
ENSMUSG00000028487	ENSMUST00000176418	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-006	abnormal fontanelle morphology	Bnc2
ENSMUSG00000028487	ENSMUST00000176418	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-006	palatal shelves fail to meet at midline	Bnc2
ENSMUSG00000028487	ENSMUST00000176418	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-006	abnormal palate development	Bnc2
ENSMUSG00000028487	ENSMUST00000176418	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-006	decreased birth body size	Bnc2
ENSMUSG00000028487	ENSMUST00000176418	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-006	neonatal lethality complete penetrance	Bnc2
ENSMUSG00000028487	ENSMUST00000176418	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-006	frontal bone hypoplasia	Bnc2
ENSMUSG00000028487	ENSMUST00000176418	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-006	cleft secondary palate	Bnc2
ENSMUSG00000028487	ENSMUST00000176418	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-006	abnormal maxillary shelf morphology	Bnc2
ENSMUSG00000028487	ENSMUST00000176418	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-006	microcephaly	Bnc2
ENSMUSG00000028487	ENSMUST00000176418	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-006	decreased tongue size	Bnc2
ENSMUSG00000028487	ENSMUST00000176418	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-006	endochondral bone growth	Bnc2
ENSMUSG00000028487	ENSMUST00000176418	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-006	abnormal lung-associated mesenchyme development	Bnc2
ENSMUSG00000028487	ENSMUST00000176418	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-006	abnormal secondary palate development	Bnc2
ENSMUSG00000028487	ENSMUST00000176418	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-006	tongue development	Bnc2
ENSMUSG00000028487	ENSMUST00000175757	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-022	abnormal pterygoid process morphology	Bnc2
ENSMUSG00000028487	ENSMUST00000175757	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-022	meteorism	Bnc2
ENSMUSG00000028487	ENSMUST00000175757	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-022	parietal bone hypoplasia	Bnc2
ENSMUSG00000028487	ENSMUST00000175757	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-022	small alisphenoid bone	Bnc2
ENSMUSG00000028487	ENSMUST00000175757	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-022	abnormal fontanelle morphology	Bnc2
ENSMUSG00000028487	ENSMUST00000175757	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-022	palatal shelves fail to meet at midline	Bnc2
ENSMUSG00000028487	ENSMUST00000175757	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-022	abnormal palate development	Bnc2
ENSMUSG00000028487	ENSMUST00000175757	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-022	decreased birth body size	Bnc2
ENSMUSG00000028487	ENSMUST00000175757	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-022	neonatal lethality complete penetrance	Bnc2
ENSMUSG00000028487	ENSMUST00000175757	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	84275095	84675275	Bnc2-022	frontal bone hypoplasia	Bnc2
